i,intercept,reg_coef_1,reg_coef_2,reg_coef_3,reg_coef_4,reg_coef_5,reg_coef_6,reg_coef_7,reg_coef_8,reg_coef_9,r_squared_train,adj_r_squared_train,rmse_train,mae_train,r_squared_test,adj_r_squared_test,rmse_test,mae_test
-1,1405.8572333988438,13.4093693884424,-438217.924434724,7.140866900793455,-233.47526189227938,-9.592992188809603,-0.09434251766651869,-0.12800783825150575,-2869.284545296976,310.84960768024195,0.826310753574565,0.7552560618550688,328.5538924252907,256.86030179126897,-9999,-9999,-9999,-9999
